year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5,Cb_Dakar
2007,8,21,0,15,14.15,-15.18,15.45,-11.77,15,-13.34,11.41,-13.34,13.16,-13.16,310,3429,8067,7458,2580,3550,20450,25625,3075,32500,77.13,140.6,150.88,173.76,197.14,0
2007,8,21,0,30,14.15,-15.27,15.5,-11.95,15,-13.52,11.37,-13.48,13.16,-13.39,302,5486,20994,18357,5018,2075,20300,26050,3350,37525,74.22,134.63,143.38,171.33,191.53,0
2007,8,21,0,45,15.36,-13.3,16.04,-14.06,14.96,-13.66,15.14,-12.27,11.32,-13.57,1436,2694,832,15714,3084,18750,18750,2775,3375,31950,127.39,129.47,144.18,170.48,177.91,0
2007,8,21,1,0,14.96,-13.88,15.86,-13.61,15.23,-13.39,16.08,-14.2,11.28,-13.79,1649,5377,3858,4977,25749,5250,9500,1450,1150,1450,121.5,124.48,139.47,140.58,165.47,0
2007,8,21,1,15,15.95,-13.7,16.4,-13.03,15,-12.09,16.13,-14.33,13.3,-11.95,4018,1537,2097,2201,27662,3425,3525,8675,21575,36600,121.25,137.57,165.64,183.46,189.66,0
2007,8,21,1,30,15,-12.8,16.44,-13.03,15.99,-13.88,15.99,-14.65,12.58,-13.88,3815,2407,34467,1412,1682,3675,4050,34325,24675,7300,109.59,132.61,136.53,158.53,166.01,0
2007,8,21,1,45,16.08,-14.69,14.78,-12.53,16.08,-14.02,16.22,-13.39,12.62,-14.11,2839,15123,4909,5667,3346,1750,6550,3525,775,30775,108.67,129.25,130,152.28,167.07,0
2007,8,21,2,0,16.04,-14.2,16.22,-13.52,13.3,-12.67,12.62,-14.38,12.58,-12.62,23170,2716,3270,21108,24446,5825,2575,4825,26925,15600,121.83,123.69,147.63,165.52,174.54,0
2007,8,21,2,15,11.59,-16.31,14.87,-13.52,16.08,-14.33,16.26,-13.66,12.62,-14.56,203,30827,14155,9136,24291,375,3050,4075,18750,3425,112.36,117,119.51,133.24,144.31,0
2007,8,21,2,30,12.62,-14.6,16.31,-13.79,14.87,-13.75,13.25,-13.12,16.08,-14.29,20411,34880,31845,26333,33978,1900,4200,12550,1550,24425,115.42,121.74,126.25,140.53,151.79,0
2007,8,21,2,45,11.55,-16.08,15.27,-13.39,15.77,-13.88,16.08,-14.38,15.09,-13.97,137,36090,38285,30738,16775,7625,2325,5175,775,4750,116.38,119.01,120.07,129.99,140.73,0
2007,8,21,3,0,11.55,-16.17,14.56,-13.97,13.03,-14.47,15.18,-14.15,16.08,-14.47,23977,34673,160,36854,15825,250,1975,2375,850,1625,112.51,114.59,115.43,116.3,117.04,0
2007,8,21,3,15,11.59,-16.31,11.64,-14.02,15.81,-14.29,13.21,-13.88,14.73,-14.29,29753,235,21725,24936,16996,225,1350,2325,15350,2825,107.04,112.36,117.05,127.24,152.04,0
2007,8,21,3,30,11.68,-14.65,15.81,-14.42,11.59,-14.15,13.16,-14.06,12.13,-13.7,23639,27936,16,25814,35728,2600,14350,6275,1000,8875,113.3,122.58,136.36,149.21,149.62,0
2007,8,21,3,45,11.46,-15.95,13.39,-13.48,11.64,-14.69,13.16,-14.29,15.86,-14.6,38220,29465,102,28951,5442,1225,5500,9150,3200,5075,108.46,115.38,120.55,136.5,138.19,0
2007,8,21,4,0,11.64,-14.83,13.16,-14.47,13.39,-13.61,12.04,-14.06,11.46,-16.08,23342,27107,19973,23461,23965,3050,400,3800,3475,2875,110.06,119.22,133.41,134.41,141.23,0
2007,8,21,4,15,11.59,-14.96,12,-14.15,13.34,-13.75,15.63,-13.43,14.24,-12.22,29900,21396,29521,35745,40295,1975,2050,975,575,42850,130.03,132.06,140.26,143.34,177.48,0
2007,8,21,4,30,12.76,-13.25,14.11,-11.64,15.68,-13.43,13.88,-12.49,12.71,-12.35,27412,24436,27862,28678,26229,550,1800,42975,2575,1825,143.59,152.97,169.01,181.8,197.82,0
2007,8,21,4,45,14.15,-11.82,13.84,-12.58,14.38,-13.79,14.87,-11.68,12.76,-12.22,28221,20947,36682,16,35559,24575,17825,1750,9800,9075,123.33,165.39,185.74,190.76,197.21,0
2007,8,21,5,0,14.38,-13.93,12.76,-12.31,14.91,-11.82,13.79,-12.67,14.15,-12,75,23065,15866,24335,22363,12150,18150,1100,500,10475,118.42,162.61,182.36,184.69,192.26,0
2007,8,21,5,15,14.42,-14.11,13.84,-12.89,13.75,-11.05,14.38,-13.16,14.96,-11.95,7731,25545,18756,33713,23673,17750,2875,14400,11075,4250,112.29,145.28,155.54,188.38,218.07,0
2007,8,21,5,30,15.09,-12.58,14.33,-14.15,15,-13.93,14.42,-13.34,13.57,-12.67,27201,27782,30187,30929,22566,8250,4350,975,18425,1125,111.54,120.7,139.18,164.22,166.77,0
2007,8,21,5,45,13.57,-12.76,15,-13.97,14.29,-14.24,12.89,-12,15.05,-12.71,31452,31263,30991,34066,32285,7000,1900,21275,1625,500,108.66,119.71,161.3,162.69,191.64,0
2007,8,21,6,0,13.57,-12.94,14.24,-14.33,11.68,-13.84,14.91,-12.89,15,-14.06,17932,32404,156,21953,27327,6050,1050,20725,375,3050,104.94,116.73,154.74,155.05,155.32,0
2007,8,21,6,15,14.2,-14.42,13.61,-13.12,11.68,-13.88,14.96,-12.94,11.64,-15.54,13414,34027,20984,28566,31710,5875,225,23350,4300,3225,102.26,120.35,148.43,154.31,154.47,0
2007,8,21,6,30,11.59,-15.59,11.64,-13.88,15,-12.98,14.15,-14.51,13.66,-13.34,29405,20745,32602,23705,20977,4775,1150,24375,1125,6925,99.46,121.2,141.16,152.55,155.67,0
2007,8,21,6,45,11.64,-13.93,11.55,-15.63,13.7,-13.52,15,-13.03,13.93,-11.91,17004,18319,28518,11794,31563,1850,28675,875,8475,2575,121.2,135.09,151.56,154.21,188.53,0
2007,8,21,7,0,11.59,-14.06,11.46,-15.59,13.16,-14.78,14.11,-12.13,13.75,-13.7,20893,904,27589,140,21563,375,4125,24950,5575,4650,100.5,125.67,128.79,152.03,180.9,0
2007,8,21,7,15,11.46,-15.5,11.55,-14.2,13.12,-14.92,13.75,-13.79,14.15,-12.27,17320,25990,1033,1301,27379,575,23975,6550,9600,8875,98.18,125.88,127.02,149.97,175.73,0
2007,8,21,7,30,13.3,-11.68,11.68,-14.42,11.41,-15.63,14.06,-11.73,13.79,-13.97,10764,1506,1212,8354,32,19825,8200,10350,7900,7925,118.85,125.72,140.86,194.03,198.64,0
2007,8,21,7,45,13.79,-14.11,13.25,-13.39,11.68,-14.51,11.41,-15.68,14.15,-12.44,12086,18042,15449,14076,19029,6250,10450,10700,6250,2075,114.98,125.3,138.85,142.34,169.76,0
2007,8,21,8,0,11.41,-15.77,11.19,-14.29,13.79,-14.2,11.68,-14.6,13.25,-13.43,14103,116,16912,20473,12443,1525,11475,7700,5750,450,112.09,124.62,136.88,141.4,157.11,0
2007,8,21,8,15,11.64,-16.76,11.37,-15.68,11.68,-14.69,13.25,-12.4,13.21,-13.43,572,800,2027,11859,10167,1400,11800,6175,3675,950,108.05,126.72,134.95,142.09,174.72,0
2007,8,21,8,30,13.3,-12.49,10.87,-16.13,11.37,-15.72,13.21,-13.34,11.68,-14.78,12680,17523,10610,14033,9629,16675,4275,1275,2000,2225,126.32,133.06,138.5,144.9,171.29,0
2007,8,21,8,45,11.59,-16.49,10.87,-16.31,11.68,-14.87,13.21,-13.39,13.25,-13.34,100,2447,1466,6876,8704,17825,4450,1475,375,375,111.61,131.21,137.1,143.02,144.22,0
2007,8,21,9,0,13.21,-12.62,14.2,-12.44,11.32,-14.96,11.59,-14.6,11.5,-16.26,7496,7155,7076,4155,5401,20800,1575,1500,500,1350,115.52,139.18,139.52,167.63,169.66,0
2007,8,21,9,15,11.5,-14.74,12.08,-14.15,11.41,-16.13,14.2,-12.49,14.91,-12.53,1820,1771,1385,2708,1959,21775,450,2850,1325,1275,119.55,138.29,139.2,167.3,167.67,0
2007,8,21,9,30,11.41,-14.87,11.01,-15.72,12.08,-14.29,10.69,-16.04,11.37,-16.13,2444,2266,1833,1550,2420,18725,1825,1125,2650,3125,121.46,135.28,137.99,138.7,145.07,0
2007,8,21,9,45,10.65,-16.17,11.37,-15.05,11.41,-16.35,11.41,-14.92,12.13,-14.47,1669,3251,1555,2668,1492,21175,2775,1000,1000,2800,118.36,129.5,137.06,138.13,145.78,0
2007,8,21,10,0,13.21,-12.35,14.91,-12.35,11.28,-15.95,12.13,-14.65,10.6,-16.35,9391,7959,10511,7625,3359,4075,22200,2825,4875,1350,125.16,126.19,145.53,174.29,176.24,0
2007,8,21,10,15,11.28,-15.99,12.17,-14.83,10.56,-16.44,10.56,-16.08,11.77,-14.24,5807,3147,7429,6440,6836,3950,24625,500,2400,425,119.55,126.49,143.54,146.97,149.4,0
2007,8,21,10,30,10.56,-16.22,10.6,-17.57,10.56,-16.58,11.23,-16.08,12.22,-14.83,9330,6728,5672,6511,4045,3325,26175,1550,300,625,118.8,126.53,144.68,146.24,148.28,0
2007,8,21,10,45,12.22,-14.92,11.5,-16.8,10.6,-17.66,11.86,-14.42,11.59,-17.7,6893,5184,4287,6750,5766,2200,22200,1650,875,1775,110.17,112.75,116.78,137.19,145,0
2007,8,21,11,0,11.82,-14.51,10.51,-16.62,10.6,-17.83,10.24,-15.45,11.46,-16.94,9545,5270,5949,5671,6416,22950,1300,175,825,3350,113.36,135.88,145.83,147.98,166.09,0
2007,8,21,11,15,11.82,-14.6,11.5,-16.98,10.24,-15.5,13.07,-11.19,12.71,-12.44,7079,6856,8688,10628,9432,19850,1025,3450,3300,425,112.22,133.87,165.41,179.01,216.83,0
2007,8,21,11,30,12.67,-12.58,11.86,-14.65,11.55,-17.21,10.29,-15.72,13.03,-11.28,10968,9195,11112,6032,11149,17475,325,4925,3600,225,110,131.71,161.31,175.16,214.18,0
2007,8,21,11,45,12.58,-12.76,11.55,-17.34,10.24,-15.81,11.1,-16.26,11.59,-13.34,4016,6839,4291,8623,2876,7025,5325,6300,675,5400,111.11,129.76,162.09,169.92,170,0
2007,8,21,12,0,11.55,-17.52,10.24,-15.72,11.59,-13.48,12.31,-13.12,11.14,-16.44,4754,12149,7483,12013,11714,7625,5175,7775,5525,1600,111.54,126.5,162.93,163.48,166.83,0
2007,8,21,12,15,12.31,-13.21,11.19,-16.67,11.59,-13.57,11.55,-17.7,10.2,-15.81,4065,1947,1031,6486,2639,5725,5025,4900,8350,2550,112.29,124.17,160.52,163.05,164.44,0
2007,8,21,12,30,11.23,-16.85,11.59,-17.21,11.55,-17.79,11.59,-13.66,12.35,-13.3,3009,4503,98,6133,6118,225,2775,12350,4525,3600,109,112.79,122.49,156.92,161.52,0
2007,8,21,12,45,10.15,-16.13,11.59,-17.88,11.23,-16.94,12.35,-13.34,11.59,-13.79,2876,6607,9612,12131,89,875,6475,3325,3075,8575,111.4,121.26,156.06,158.55,163.37,0
2007,8,21,13,0,15,-11.86,11.19,-17.07,10.11,-16.26,12.4,-13.43,11.59,-13.88,6969,9245,9762,7549,3642,5950,2825,2225,8050,975,123.07,152.46,156.35,163.59,191.51,0
2007,8,21,13,15,11.68,-13.75,12.4,-13.48,11.55,-14.02,11.23,-17.21,10.83,-16.62,8891,10464,7181,8597,7127,4675,550,2275,525,500,121,136.19,150.75,154.15,157.29,0
2007,8,21,13,30,12.4,-13.57,13.93,-11.37,10.11,-16.76,10.83,-16.8,11.23,-17.34,10902,9355,3954,8005,4751,2725,1075,2125,8600,475,121.1,135.53,148.19,161.45,207.39,0
2007,8,21,13,45,11.91,-15.99,12.4,-13.61,10.02,-16.44,10.83,-16.94,11.23,-17.48,735,7963,5917,4824,5199,3150,1650,1325,1075,8400,105.7,121.41,136.18,147.34,165.47,0
2007,8,21,14,0,12.4,-13.7,11.91,-16.08,10.83,-17.07,14,-5,14,-5,4282,6440,174,0,0,4075,150,425,0,0,104.55,136.03,144.51,430,430,0
2007,8,21,14,15,17.61,-10.92,11.95,-16.17,10.02,-17.12,14,-5,14,-5,4932,10073,142,0,0,5650,850,15550,0,0,101.59,164,251.51,430,430,0
2007,8,21,14,30,17.61,-11.01,11.91,-16.13,10.47,-12.4,10.11,-13.79,14,-5,1705,10037,8014,172,0,6650,450,500,1425,0,103.82,196.46,219.49,248.78,430,0
2007,8,21,14,45,17.65,-11.14,11.91,-16.31,10.42,-12.49,14,-5,14,-5,2851,10272,943,0,0,6875,2325,975,0,0,101.83,217.95,245.58,430,430,0
2007,8,21,15,0,17.65,-11.23,11.95,-16.4,10.42,-12.53,14,-5,14,-5,2252,7311,985,0,0,6750,3525,1800,0,0,100,216.49,242.87,430,430,0
2007,8,21,15,15,12,-16.26,17.61,-11.32,10.38,-12.58,10.42,-17.61,14,-5,281,14440,13126,636,0,6950,250,3950,10875,0,99.62,150.85,217.14,238.4,430,0
2007,8,21,15,30,17.47,-11.5,12,-16.35,10.38,-12.67,14,-5,14,-5,2432,10659,1282,0,0,6250,3600,8300,0,0,98.67,214.98,231.26,430,430,0
2007,8,21,15,45,17.47,-11.64,12,-16.44,10.38,-12.71,14,-5,14,-5,2734,8775,225,0,0,6525,2750,22450,0,0,97.8,213.55,226.32,430,430,0
2007,8,21,16,0,13.88,-13.61,12.04,-16.53,17.47,-11.77,10.33,-12.8,14,-5,596,95,7295,1023,0,6200,6850,1900,12125,0,95.08,130.61,212.85,223.16,430,0
2007,8,21,16,15,13.88,-13.7,12,-16.44,17.43,-11.91,10.33,-12.89,14,-5,488,210,5942,961,0,7250,3550,1750,13875,0,97.8,127.68,210.76,217.79,430,0
2007,8,21,16,30,12,-16.53,13.84,-13.7,17.43,-12.09,14,-5,14,-5,467,579,1063,0,0,7350,5050,14950,0,0,97.02,128.1,212.44,430,430,0
2007,8,21,16,45,12,-16.44,13.75,-13.7,17.3,-12.18,14,-5,14,-5,422,594,900,0,0,8100,6600,14525,0,0,97.8,128.79,207.51,430,430,0
2007,8,21,17,0,12,-16.53,13.7,-13.75,17.3,-12.31,14,-5,14,-5,355,432,665,0,0,7825,7225,10800,0,0,97.02,127.35,203.04,430,430,0
2007,8,21,17,15,12,-16.62,14.56,-14.11,13.66,-13.84,17.3,-12.4,14,-5,334,629,711,743,0,6975,1025,7800,8375,0,96.32,113.04,124.72,200.37,430,0
2007,8,21,17,30,17.25,-12.53,12,-16.71,14.56,-14.2,13.66,-13.93,14,-5,311,638,695,98,0,5500,4425,7625,9250,0,95.71,110.04,121.84,195.01,430,0
2007,8,21,17,45,12,-16.85,13.61,-13.97,14.42,-14.24,17.21,-12.58,17.61,-12.27,222,511,479,1090,1160,4700,700,6600,4350,1075,94.89,108.3,120.5,193.66,210.87,0
2007,8,21,18,0,12,-16.98,14.38,-14.38,13.61,-14.06,17.21,-12.62,14,-5,326,581,661,930,0,3700,4850,5600,2425,0,94.43,103.39,117.64,191.89,430,0
2007,8,21,18,15,12,-17.07,13.57,-14.11,17.3,-12.58,14.38,-14.42,14,-5,312,1015,677,735,0,2825,4500,5300,1450,0,94.19,102.4,116.38,195.06,430,0
2007,8,21,18,30,12,-17.21,13.57,-14.2,14.42,-14.51,14,-5,14,-5,235,908,336,0,0,1575,3925,5075,0,0,94.01,99.32,113.55,430,430,0
2007,8,21,18,45,11.95,-17.34,13.57,-14.24,14.42,-14.6,14,-5,14,-5,189,951,710,0,0,275,2650,4025,0,0,96.05,96.33,112.61,430,430,0
2007,8,21,19,0,14.47,-14.65,13.57,-14.33,14,-5,14,-5,14,-5,576,637,0,0,0,2175,3275,0,0,0,94.19,109.79,430,430,430,0
2007,8,21,19,15,14.47,-14.74,13.61,-14.42,14,-5,14,-5,14,-5,704,924,0,0,0,1850,1575,0,0,0,91.2,106.28,430,430,430,0
2007,8,21,19,30,14.47,-14.78,13.61,-14.51,14,-5,14,-5,14,-5,860,866,0,0,0,550,1550,0,0,0,90.2,103.46,430,430,430,0
2007,8,21,19,45,13.66,-14.56,10.33,-17.66,14,-5,14,-5,14,-5,541,6599,0,0,0,825,3000,0,0,0,101.24,154.06,430,430,430,0
2007,8,22,16,0,12.44,-10.65,11.95,-14.51,14,-5,14,-5,14,-5,302,52,0,0,0,4650,6600,0,0,0,132.94,240.33,430,430,430,0
2007,8,22,16,30,12.49,-10.69,12.26,-14.33,11.95,-14.78,11.19,-14.51,14,-5,190,38,311,34,0,4775,5125,1100,5125,0,126.15,129.83,152.2,238.12,430,0
2007,8,22,16,45,11.95,-14.87,12.53,-10.69,12.31,-14.42,11.23,-14.65,14,-5,465,619,655,563,0,4325,3325,1300,4850,0,124.2,127.02,148.22,237.5,430,0
2007,8,22,17,0,12.4,-14.38,11.23,-14.74,12.53,-10.78,11.82,-14.83,14,-5,283,487,314,409,0,4975,3725,1025,4725,0,125.88,129.32,146.73,234.64,430,0
2007,8,22,17,15,11.82,-14.92,12.49,-14.47,12.58,-10.87,14,-5,14,-5,525,457,829,0,0,7475,3850,5450,0,0,121.66,127.44,231.17,430,430,0
2007,8,22,17,30,11.82,-15,12.53,-14.6,12.62,-10.96,14,-5,14,-5,857,577,890,0,0,10675,4200,6275,0,0,117.29,125,228.01,430,430,0
2007,8,22,17,45,12.53,-14.74,11.82,-15.14,12.67,-11.05,14,-5,14,-5,708,709,1146,0,0,12975,3125,7500,0,0,113.45,122.64,224.54,430,430,0
2007,8,22,18,0,12.67,-11.19,11.82,-15.27,12.53,-14.87,14,-5,14,-5,1067,760,520,0,0,15375,2150,7475,0,0,110.45,119.82,220.1,430,430,0
2007,8,22,18,15,13.07,-10.06,11.82,-15.32,12.53,-15,12.76,-11.23,14,-5,845,736,1037,156,0,18425,950,7650,9075,0,106.79,119.27,217.92,254.79,430,0
2007,8,22,18,30,12.22,-13.43,13.12,-14.69,12.76,-11.37,13.12,-10.24,13.93,-10.06,336,36,1052,1103,1352,10150,18700,7800,9050,8575,104.1,155.32,213.15,248.5,252.05,0
2007,8,22,18,45,10.96,-14.38,13.97,-10.2,13.16,-14.78,13.12,-10.33,12.76,-11.46,826,87,1198,1029,726,23475,15025,6525,8375,7800,100.5,161.01,210.3,245.57,246.98,0
2007,8,22,19,0,12.31,-12.89,11.01,-14.47,12.49,-15.09,13.21,-14.83,12.76,-11.55,1010,1000,159,60,1929,8825,14800,20000,3250,4875,98.62,106.08,157.63,169.59,207.45,0
2007,8,22,19,15,12.35,-12.98,11.01,-14.51,13.25,-14.83,12.4,-15.27,12.76,-11.64,1147,1294,232,66,2201,24500,24500,4100,5575,3075,98.11,104.24,157.05,166.48,204.6,0
2007,8,22,19,30,13.07,-13.21,12.4,-13.07,13.25,-14.87,14.06,-10.56,12.85,-11.73,571,37,117,1632,1565,24900,8250,8250,1075,2625,96.38,150.42,162.89,200.81,234.77,0
2007,8,22,19,45,13.16,-13.25,12.44,-13.12,12.53,-15.77,13.25,-14.87,12.26,-15.45,499,530,802,93,148,425,18225,3325,9675,1975,90.7,96.38,103.81,148.06,161.53,0
2007,8,22,20,0,12.53,-13.12,13.07,-10.78,13.3,-14.92,13.16,-13.34,14,-5,1210,1494,199,344,0,23575,3425,2250,5525,0,94.51,145.25,160.12,230.42,430,0
2007,8,22,20,15,13.34,-14.24,13.21,-13.48,12.58,-13.03,13.3,-15.86,12.44,-15.68,743,757,156,241,277,28250,850,175,3575,3675,69.31,94.87,114.24,140.22,161.89,0
2007,8,22,20,30,13.21,-13.57,12.62,-13.07,13.07,-11.05,13.21,-15.99,14,-5,1006,262,393,395,0,33025,3350,1075,2950,0,68.01,137.42,160.11,221.68,430,0
2007,8,22,20,45,12.67,-13.07,13.07,-16.13,13.75,-15.77,13.48,-15.36,13.25,-13.66,1204,1171,1242,1572,318,22125,6425,22125,2650,5800,62.77,68.82,78.55,133.9,159.68,0
2007,8,22,21,0,12.71,-13.12,13.25,-13.79,13.39,-16.17,12.58,-15.63,13.48,-15.5,1242,1872,1548,997,311,3550,12400,5400,2400,6525,60.21,75.17,92.01,129.62,157.01,0
2007,8,22,21,15,12.8,-13.16,13.25,-13.88,13.52,-15.5,12.4,-15.95,13.43,-16.35,1950,1356,1829,1049,351,2775,13875,3925,1475,6875,54.82,74.63,90.92,126.85,154.85,0
2007,8,22,21,30,12,-12.27,13.52,-15.36,12.89,-13.21,12.35,-16.08,14,-5,639,2110,1965,192,0,22200,2050,7850,2375,0,78.03,90.34,152.71,194.18,430,0
2007,8,22,21,45,12.26,-10.87,12.04,-12.35,13.52,-15.36,12.89,-13.25,12.31,-16.22,622,1614,1432,160,121,28850,1300,7500,3800,400,78.03,90.08,150.88,190.18,234.79,0
2007,8,22,22,0,12.08,-12.44,12.94,-13.39,13.79,-15.95,14,-5,14,-5,985,677,59,0,0,33400,7950,5275,0,0,57.14,146.41,187.07,430,430,0
2007,8,22,22,15,12.17,-12.44,13.03,-13.39,13.79,-16.04,13.61,-16.62,13.12,-15.81,1124,1065,1413,578,298,625,8450,19625,7775,6075,44.65,54.64,74.28,145.23,186.07,0
2007,8,22,22,30,13.12,-13.43,12.22,-12.53,13.79,-16.08,12.98,-15.86,13.57,-15.41,1129,1444,1328,223,325,10250,1225,12025,7975,6175,53.82,76.16,76.69,142.62,182.48,0
2007,8,22,22,45,12.22,-12.71,12.44,-11.1,13.16,-13.52,13.7,-16.17,12.98,-15.77,1143,1352,365,90,265,12750,11600,7575,7225,6425,53.26,78.64,139.09,176.78,225.21,0
2007,8,22,23,0,12.35,-12.53,13.21,-13.61,13.79,-16.26,12.89,-15.86,12.89,-16.94,1337,1877,1737,369,307,16325,1825,6275,7550,5975,49.04,63.35,79.03,135.56,180.68,0
2007,8,22,23,15,13.25,-13.7,12.53,-11.14,12.4,-12.62,13.88,-16.35,14,-5,914,101,479,305,0,27000,7725,6600,7600,0,44.82,132.4,177.1,223.27,430,0
2007,8,22,23,30,12.58,-11.19,12.35,-12.85,13.34,-13.75,13.75,-16.49,14,-5,1692,456,340,312,0,28000,7175,7100,7150,0,43.86,130.03,170.88,220.73,430,0
2007,8,22,23,45,13.39,-13.84,12.31,-12.98,13.84,-15.86,13.79,-16.62,12.98,-16.08,1635,1435,1792,291,406,14175,1275,2800,6325,6300,40.46,59.54,72.42,126.87,166.96,0
2007,8,23,0,0,13.48,-13.84,12.26,-13.07,13.21,-17.34,13.79,-16.76,13.75,-17.43,1671,1144,1084,154,928,3700,6725,250,4100,3250,33.02,37.44,52,125.87,165.34,1
2007,8,23,0,15,13.52,-13.93,12.4,-13.03,13.21,-17.48,13.79,-16.85,13.75,-17.57,1788,1668,1261,384,1149,1400,6875,1000,3350,1000,33.54,35.85,52.24,122.38,164.65,1
2007,8,23,0,30,13.16,-16.85,13.48,-14.06,13.16,-12.35,12.58,-11.55,14.06,-16.76,1934,918,1196,1649,1706,9200,700,3100,1850,3775,30.41,55.36,119.27,177.49,209.4,1
2007,8,23,0,45,13.48,-14.15,13.16,-12.4,12.62,-11.64,13.03,-16.85,14.11,-16.8,2027,1595,312,744,904,9275,1075,2000,5625,2900,29,60.17,116.46,175.57,206.24,1
2007,8,23,1,0,13.48,-14.24,13.84,-17.34,13.43,-17.03,14.2,-16.8,12.94,-16.89,1675,1483,1522,1727,102,5275,725,1500,2600,400,27.02,30.07,45.35,62.59,112.72,1
2007,8,23,1,15,13.12,-12.53,14.24,-16.8,13.39,-17.07,12.98,-16.85,13.79,-17.43,2159,2617,2297,2393,352,5275,1325,2050,2500,6725,25.81,31.02,46.1,61.13,171.4,1
2007,8,23,1,30,12.71,-11.91,13.16,-12.58,13.34,-17.12,13.75,-17.52,14.24,-16.89,2211,2048,1941,933,302,5250,375,3825,7125,2925,23.43,33.24,47.68,169.84,195.82,1
2007,8,23,1,45,13.21,-12.71,12.76,-11.95,13.3,-17.07,13.7,-17.66,14.24,-17.03,2391,1866,1772,267,971,5700,1675,1750,1575,2875,20.52,35.17,48.84,164.77,194.2,1
2007,8,23,2,0,12.98,-13.21,13.16,-12.85,13.34,-17.12,14.24,-17.07,13.12,-17.79,2119,1885,2219,640,1032,6075,1525,525,5275,5275,19.21,47.68,57.01,151.54,161.28,1
2007,8,23,2,15,13.34,-17.7,13.16,-12.94,14.15,-17.16,13.39,-17.12,13.12,-17.88,1509,2113,675,2279,905,5275,1300,225,1100,4050,21.02,45.71,49.48,57.87,158.43,1
2007,8,23,2,30,14.15,-17.21,13.34,-17.79,13.16,-12.98,14.06,-17.74,13.39,-17.21,687,2034,2128,757,799,2325,475,1575,4050,5175,20.25,24.6,45.28,50.29,156.54,1
2007,8,23,2,45,14.51,-17.12,13.16,-13.03,13.34,-17.3,13.3,-17.92,14.06,-17.83,27,1943,1745,1749,28,6725,875,1900,5050,4825,13.04,26.08,47.04,52.55,154.98,1
2007,8,23,3,0,13.16,-13.12,14.51,-17.21,13.34,-17.34,14.06,-17.92,14,-5,674,1869,940,484,0,6250,1525,2350,775,0,10.63,27.8,47,151.82,430,1
2007,8,23,3,15,13.3,-17.43,14.6,-17.25,14,-5,14,-5,14,-5,1378,588,0,0,0,3275,1750,0,0,0,7.62,49.09,430,430,430,1
2007,8,23,4,15,13.57,-11.86,14.65,-17.57,14,-5,14,-5,14,-5,1027,578,0,0,0,5825,2950,0,0,0,3.61,191.61,430,430,430,1
2007,8,23,4,30,13.61,-11.95,14.69,-17.66,14,-5,14,-5,14,-5,1251,799,0,0,0,7300,4025,0,0,0,6,188.28,430,430,430,0
2007,8,23,4,45,13.57,-12.13,14.73,-17.7,14,-5,14,-5,14,-5,857,155,0,0,0,4800,7325,0,0,0,7.07,181.8,430,430,430,0
2007,8,23,5,0,14.78,-17.74,13.84,-11.91,14,-5,14,-5,14,-5,33,481,0,0,0,12350,5875,0,0,0,9.22,188.94,430,430,430,0
2007,8,23,5,15,13.88,-11.91,14.82,-17.74,14,-5,14,-5,14,-5,1283,353,0,0,0,850,5575,0,0,0,9.43,188.8,430,430,430,0
2007,8,23,12,30,12.4,-10.02,12.26,-10.33,14,-5,14,-5,14,-5,394,356,0,0,0,150,725,0,0,0,252.68,261.59,430,430,430,0
2007,8,23,12,45,12.26,-10.47,12.49,-10.11,14,-5,14,-5,14,-5,450,469,0,0,0,6450,1900,0,0,0,247.95,257.85,430,430,430,0
2007,8,23,13,0,12.31,-10.69,12.49,-10.29,14,-5,14,-5,14,-5,238,599,0,0,0,250,3100,0,0,0,240.08,252.11,430,430,430,0
2007,8,23,13,45,12.58,-10.78,12.62,-10.11,14,-5,14,-5,14,-5,651,1278,0,0,0,2825,5100,0,0,0,234.34,256.46,430,430,430,1
2007,8,23,14,0,15.72,-10.6,12.62,-10.24,12.62,-11.01,11.68,-11.19,14,-5,1237,2004,78,177,0,2850,500,11575,7425,0,227.06,232.11,239.2,251.92,430,1
2007,8,23,14,15,13.93,-10.83,14.78,-17.34,15.72,-10.65,12.62,-11.19,11.64,-11.28,60,659,48,1318,108,5825,2125,5825,575,8500,5.83,220.41,225.28,229.44,237.23,1
2007,8,23,14,30,15.77,-10.74,12.53,-16.13,11.64,-11.32,13.97,-10.92,13.34,-10.6,122,1771,1740,78,2296,10000,4100,2975,13750,875,84.53,222.09,228.55,234.44,235.15,1
2007,8,23,14,45,14.78,-17.12,15.81,-10.87,14.02,-10.87,13.34,-10.78,11.68,-11.5,105,3249,1528,3144,208,12275,3850,5800,2125,275,12.37,222.3,223.99,229.26,230.85,1
2007,8,23,15,0,14.82,-17.12,15.68,-10.38,14.02,-10.87,13.39,-10.96,11.68,-11.59,114,3168,2089,1680,155,23700,3600,2775,6325,275,12.65,219.65,223.18,223.99,245.8,1
2007,8,23,15,15,15.05,-15,14.87,-17.21,13.97,-10.92,13.43,-11.1,11.68,-11.73,209,147,3727,3027,2368,7300,16950,3325,10175,10175,10.82,85.16,215.24,217.89,222.09,1
