year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5
2016,7,24,17,0,11.515988,-14.487473,17.763301,-17.455258,14,-5,14,-5,14,-5,3334.2704281926135,3557.028280447677,0,0,0,7394.665460308212,7451.501031493669,0,0,0,144.17,104.5801,430,430,430
2004,8,17,2,0,11.641383,-13.939424,11.124001,-10.530093,14,-5,14,-5,14,-5,3397.8667438396983,3584.91738736355,0,0,0,7465.525483900778,7318.7134902009475,0,0,0,153.4829,259.9423,430,430,430
2008,7,23,0,0,14.852363,-14.307748,16.412017,-12.410342,14,-5,14,-5,14,-5,3375.7546376708337,3228.2616522408516,0,0,0,7612.555484092737,7692.57722547008,0,0,0,106.1697,185.3267,430,430,430
2017,8,15,11,0,15.956459,-15.39869,11.427606,-17.885188,14,-5,14,-5,14,-5,3279.1348683688507,3459.4302959121815,0,0,0,7333.452646292704,7320.184237687213,0,0,0,84.3801,118.4567,430,430,430
2009,7,8,2,0,10.856398,-15.815586,14.932174,-10.419366,14,-5,14,-5,14,-5,3374.952410893242,3366.3636764411926,0,0,0,7438.7840737805955,7451.437489640379,0,0,0,142.3025,240.252,430,430,430
2010,8,30,9,0,17.251779,-10.279248,12.700969,-12.748775,14,-5,14,-5,14,-5,3468.0571289031377,3481.24257383638,0,0,0,7366.066593832165,7389.818546663206,0,0,0,265.1075,168.3449,430,430,430
2010,6,5,0,0,12.331646,-16.793046,10.295457,-13.21629,14,-5,14,-5,14,-5,3349.9858797024567,3589.619059052732,0,0,0,7394.629167250297,7430.566485920476,0,0,0,84.3445,203.4822,430,430,430
2013,8,19,9,0,10.221858,-14.942102,17.626007,-16.222412,14,-5,14,-5,14,-5,3471.460589161569,3477.249529155951,0,0,0,7449.17701232479,7548.452273379097,0,0,0,173.1416,113.1459,430,430,430
2018,6,27,3,0,12.441009,-11.445442,14.627759,-17.779063,14,-5,14,-5,14,-5,3414.2451524182693,3600.3705694467917,0,0,0,7410.231608095107,7452.892831729199,0,0,0,213.3776,11.4018,430,430,430
2004,6,22,19,0,17.635102,-15.502889,11.472583,-17.868243,14,-5,14,-5,14,-5,3513.964948297861,3414.2494583092466,0,0,0,7452.677750951895,7500.74409348891,0,0,0,126.0159,116.297,430,430,430
2006,6,19,14,0,14.192488,-16.664346,16.503536,-17.97733,14,-5,14,-5,14,-5,3369.9304278647637,3439.2719176249466,0,0,0,7349.422899208339,7442.413883687787,0,0,0,30.8058,61.9839,430,430,430
2006,8,28,2,0,10.793901,-14.613034,10.046473,-12.848573,14,-5,14,-5,14,-5,3436.979257214915,3440.9300065741163,0,0,0,7521.826600188787,7558.2835163725185,0,0,0,161.756,218.8264,430,430,430
2013,6,29,16,0,14.207117,-16.007289,12.16956,-17.529549,14,-5,14,-5,14,-5,3575.8828047479187,3373.689735840822,0,0,0,7487.243551744918,7474.926098673076,0,0,0,49.98,89.56,430,430,430
2004,7,13,5,0,17.681518,-16.712705,16.356461,-14.676688,14,-5,14,-5,14,-5,3523.617431902079,3404.8817316361883,0,0,0,7353.757249117238,7462.626149256404,0,0,0,107.8378,113.8771,430,430,430
2009,8,27,20,0,11.037239,-17.546903,11.57565,-17.625602,14,-5,14,-5,14,-5,3411.2913262417587,3470.780324876977,0,0,0,7602.626842629167,7431.113645067146,0,0,0,129.7575,111.018,430,430,430
2011,6,6,22,0,17.217778,-11.301027,13.826257,-16.978205,14,-5,14,-5,14,-5,3521.595955858038,3494.8566221111296,0,0,0,7448.17256531974,7411.972615229255,0,0,0,231.7693,33.6155,430,430,430
2006,8,8,10,0,12.726106,-14.31278,11.439032,-13.831911,14,-5,14,-5,14,-5,3379.05309376465,3236.710675999944,0,0,0,7486.681822009959,7450.421012113625,0,0,0,120.9297,160.5148,430,430,430
2013,8,14,3,0,16.155399,-12.022182,16.917433,-11.887025,14,-5,14,-5,14,-5,3442.725436904491,3551.218068075643,0,0,0,7395.6122580584215,7258.659930353685,0,0,0,194.3656,209.4684,430,430,430
2017,7,2,16,0,16.820188,-15.856821,15.833523,-12.498837,14,-5,14,-5,14,-5,3337.7397625668136,3469.668247836716,0,0,0,7294.470264324276,7493.490487798373,0,0,0,94.4934,174.8742,430,430,430
2013,6,17,20,0,12.807046,-12.964807,13.124449,-13.884571,14,-5,14,-5,14,-5,3476.651481611618,3453.2762567624413,0,0,0,7522.896897239024,7386.088694988529,0,0,0,160.7296,127.9531,430,430,430
2013,6,6,10,0,12.431708,-11.624002,10.862585,-12.019883,14,-5,14,-5,14,-5,3356.605375094695,3439.1795608645407,0,0,0,7312.795752256701,7477.41087870893,0,0,0,208.1658,220.6015,430,430,430
2009,6,21,13,0,17.735269,-16.742748,16.983167,-12.284465,14,-5,14,-5,14,-5,3400.342027604069,3317.074775753089,0,0,0,7612.416897154583,7433.1656172379035,0,0,0,109.4166,197.3854,430,430,430
2014,8,7,1,0,12.794591,-16.495376,17.133424,-15.237416,14,-5,14,-5,14,-5,3593.6100110914426,3430.7352590021196,0,0,0,7330.11494905976,7521.204195989046,0,0,0,71.8679,117.3882,430,430,430
2017,8,17,19,0,11.643527,-17.124826,15.519468,-17.725315,14,-5,14,-5,14,-5,3367.3976957383834,3325.874975440732,0,0,0,7378.71892713601,7376.143738588385,0,0,0,107.0187,28.6356,430,430,430
2013,8,25,11,0,13.838169,-13.853547,14.473476,-10.345227,14,-5,14,-5,14,-5,3379.9942700607016,3190.8525301462337,0,0,0,7504.451276203933,7511.472397969554,0,0,0,122.4827,241.0519,430,430,430
2011,8,30,17,0,16.183493,-12.21358,17.026519,-10.273611,14,-5,14,-5,14,-5,3310.631605052573,3510.7438445012385,0,0,0,7516.042963263531,7413.120767733071,0,0,0,188.6001,262.469,430,430,430
2004,8,7,6,0,12.717606,-12.184918,15.00991,-11.524976,14,-5,14,-5,14,-5,3493.3611808832065,3482.6403823700625,0,0,0,7539.169639056014,7343.970334353466,0,0,0,186.8154,202.4179,430,430,430
2015,8,29,15,0,16.651832,-10.616221,16.512836,-15.719491,14,-5,14,-5,14,-5,3429.326237360819,3445.5513045956905,0,0,0,7442.152657842395,7638.628539885812,0,0,0,246.1625,89.0955,430,430,430
2005,6,9,4,0,14.846926,-15.912022,16.517168,-14.28426,14,-5,14,-5,14,-5,3479.5827884746254,3466.8733005929016,0,0,0,7564.851959120847,7375.173951584206,0,0,0,52.2398,128.1288,430,430,430
2007,8,3,6,0,12.186263,-16.924055,11.157711,-16.42637,14,-5,14,-5,14,-5,3392.136057706341,3216.744175752237,0,0,0,7605.459984475995,7434.693383691935,0,0,0,88.5664,127.4755,430,430,430
2009,6,19,11,0,13.98242,-16.350479,16.138956,-15.946948,14,-5,14,-5,14,-5,3489.5431773638074,3606.0013769760503,0,0,0,7357.549329184418,7387.018953170538,0,0,0,43.0116,74.3303,430,430,430
2009,7,11,0,0,12.10103,-12.858741,17.961848,-13.659921,14,-5,14,-5,14,-5,3446.0995305496017,3415.5007308545705,0,0,0,7272.006129901421,7545.969056879911,0,0,0,174.0718,177.5894,430,430,430
2016,8,23,4,0,15.860828,-15.069615,10.59575,-16.438392,14,-5,14,-5,14,-5,3427.3592560388065,3500.219440802797,0,0,0,7476.440707817374,7345.158954595268,0,0,0,92.5743,145.8252,430,430,430
2006,6,21,5,0,17.799635,-13.96639,17.885095,-15.324619,14,-5,14,-5,14,-5,3470.255125352445,3617.647177043437,0,0,0,7389.149288542146,7495.559365643746,0,0,0,165.9518,136.6053,430,430,430
2018,6,13,11,0,16.935549,-15.743766,13.908349,-13.550623,14,-5,14,-5,14,-5,3590.3230385144616,3564.4786184720238,0,0,0,7548.04922424086,7720.876188250613,0,0,0,100.1249,131.5941,430,430,430
2006,8,3,2,0,16.497445,-11.177024,13.946642,-10.325664,14,-5,14,-5,14,-5,3511.7351994192754,3270.9645977799473,0,0,0,7334.701217444402,7169.327201564819,0,0,0,226.241,242.095,430,430,430
2010,8,12,2,0,11.270116,-17.712365,13.251842,-15.257452,14,-5,14,-5,14,-5,3411.5069729042025,3538.1530960025125,0,0,0,7443.615713172135,7520.838027334225,0,0,0,122.4827,85.2115,430,430,430
2008,6,13,9,0,12.206546,-13.418574,15.355433,-10.765462,14,-5,14,-5,14,-5,3319.3352771661666,3536.10449027566,0,0,0,7581.867429882928,7465.767475029174,0,0,0,155.8717,230.3606,430,430,430
2014,8,30,15,0,16.911642,-12.029929,17.593974,-14.250023,14,-5,14,-5,14,-5,3421.0880250874397,3443.9020982697434,0,0,0,7477.315495703427,7523.181598153681,0,0,0,204.4627,153.8083,430,430,430
2012,6,12,20,0,14.561399,-16.819213,10.77225,-10.12889,14,-5,14,-5,14,-5,3441.1234177279953,3501.2003859598794,0,0,0,7343.701765394364,7566.493438739645,0,0,0,21.587,278.469,430,430,430
2006,7,2,2,0,17.56686,-10.569,17.895671,-11.524235,14,-5,14,-5,14,-5,3391.293662803492,3590.2789830351253,0,0,0,7510.060449403815,7534.090420966444,0,0,0,260.7758,237.1181,430,430,430
2016,7,23,4,0,10.912736,-13.674081,15.455505,-14.135633,14,-5,14,-5,14,-5,3372.8470922315205,3403.550880828036,0,0,0,7350.751489925969,7476.105645455596,0,0,0,177.7217,116.1809,430,430,430
2014,6,8,17,0,10.036762,-11.141674,11.871614,-13.109661,14,-5,14,-5,14,-5,3454.3657592005065,3478.696847061843,0,0,0,7205.697365085044,7370.181758518059,0,0,0,262.688,170.3203,430,430,430
2008,8,23,6,0,15.458759,-15.584531,14.778344,-14.872064,14,-5,14,-5,14,-5,3449.934619252346,3477.5793725719745,0,0,0,7401.153707623115,7368.988366061258,0,0,0,70.3847,87.0517,430,430,430
2012,6,14,18,0,14.443666,-17.173407,10.237287,-15.331514,14,-5,14,-5,14,-5,3494.439653829257,3416.861551279106,0,0,0,7585.780857507687,7501.643233188458,0,0,0,12.0416,168.0744,430,430,430
2017,7,9,19,0,14.443345,-13.905092,14.721655,-12.836298,14,-5,14,-5,14,-5,3244.7098633344176,3558.7817415295867,0,0,0,7531.697661001596,7367.579799067874,0,0,0,119.2686,156.0128,430,430,430
2010,8,29,11,0,13.98727,-15.174967,13.104078,-11.570142,14,-5,14,-5,14,-5,3454.1253841360976,3407.576892299678,0,0,0,7507.842408998241,7540.636870911834,0,0,0,77.7946,203.0394,430,430,430
2011,7,30,17,0,14.143576,-12.732823,10.705615,-14.221048,14,-5,14,-5,14,-5,3467.691434408162,3272.228482462537,0,0,0,7414.948845654821,7456.606912402921,0,0,0,159.022,171.4672,430,430,430
2010,8,18,18,0,17.208155,-14.432021,11.155847,-17.48955,14,-5,14,-5,14,-5,3538.0517174802435,3420.283409674158,0,0,0,7477.291119442285,7307.1545852049485,0,0,0,139.4633,125.4831,430,430,430
2004,8,26,2,0,11.569017,-10.651776,15.559076,-17.75546,14,-5,14,-5,14,-5,3407.2458164734485,3579.283588432029,0,0,0,7445.850643682748,7416.082239596547,0,0,0,249.5776,29.8329,430,430,430
2006,6,5,8,0,10.543315,-14.510632,14.872765,-12.589998,14,-5,14,-5,14,-5,3528.4362393009737,3445.9754309930768,0,0,0,7419.402922911776,7382.300458501266,0,0,0,170.9883,165.1938,430,430,430
2009,6,21,7,0,16.697513,-16.090991,11.99308,-17.581223,14,-5,14,-5,14,-5,3428.814514187609,3443.2204651801076,0,0,0,7464.9416113039115,7392.968549923785,0,0,0,86.4002,95.7549,430,430,430
2013,8,9,16,0,16.777923,-16.067822,10.603267,-10.667464,14,-5,14,-5,14,-5,3318.236376834447,3574.6403953556637,0,0,0,7238.098544677253,7563.819695302187,0,0,0,89.4036,264.3728,430,430,430
2013,8,22,1,0,13.787081,-17.326511,12.909213,-13.355577,14,-5,14,-5,14,-5,3378.2022766833343,3535.335396108783,0,0,0,7334.971717939844,7400.4402927325,0,0,0,32.0156,147.2311,430,430,430
2011,6,5,7,0,11.394326,-16.586657,12.753022,-15.428804,14,-5,14,-5,14,-5,3293.353141061058,3579.6591265925204,0,0,0,7552.11318150082,7374.094618365488,0,0,0,117.7115,92.0217,430,430,430
2005,7,24,15,0,13.44796,-15.500048,13.782204,-13.660968,14,-5,14,-5,14,-5,3425.8112835383668,3567.142165439705,0,0,0,7306.197757460597,7347.098156162391,0,0,0,75.452,128.7866,430,430,430
2012,6,11,4,0,17.716763,-13.956654,10.372047,-15.2654,14,-5,14,-5,14,-5,3394.3698609573976,3390.623411899181,0,0,0,7623.224643492529,7462.383854437627,0,0,0,164.0152,164.5387,430,430,430
2018,8,14,14,0,10.34502,-10.585209,13.437413,-12.952111,14,-5,14,-5,14,-5,3459.55731330831,3336.881669778065,0,0,0,7671.401241545211,7387.19127611784,0,0,0,272.3601,155.0806,430,430,430
2008,8,13,9,0,10.76579,-15.54222,11.180198,-15.093453,14,-5,14,-5,14,-5,3293.006994482633,3299.9125655949906,0,0,0,7583.800026187537,7395.586646835032,0,0,0,148.1891,141.5238,430,430,430
2010,6,13,11,0,12.904666,-15.814811,13.234676,-15.404472,14,-5,14,-5,14,-5,3583.990360796321,3301.5937153637847,0,0,0,7436.2367159257465,7468.53657016362,0,0,0,80.4301,81.8352,430,430,430
2012,6,2,5,0,15.956753,-13.302399,17.894473,-16.481419,14,-5,14,-5,14,-5,3307.8899052497895,3594.2581846740886,0,0,0,7442.539037139629,7462.451474435192,0,0,0,149.9133,118.1059,430,430,430
2018,8,9,0,0,12.625762,-12.653964,14.038091,-15.435217,14,-5,14,-5,14,-5,3403.927912308029,3248.317463507509,0,0,0,7600.565151104389,7461.024937494302,0,0,0,172.3079,69.8928,430,430,430
2010,8,15,8,0,14.727194,-17.639891,16.452275,-12.333245,14,-5,14,-5,14,-5,3316.6997384942533,3326.652373644749,0,0,0,7299.348777682387,7483.944493880696,0,0,0,6.0,187.5447,430,430,430
2012,8,10,7,0,13.231251,-12.492651,17.73281,-14.483955,14,-5,14,-5,14,-5,3385.073097717157,3404.6728674433502,0,0,0,7381.44931284283,7383.106080808578,0,0,0,171.4526,151.3473,430,430,430
2010,6,2,15,0,11.784539,-12.543605,11.617565,-11.142954,14,-5,14,-5,14,-5,3432.0215515967034,3320.8156409698763,0,0,0,7433.21063235759,7683.040849413477,0,0,0,189.2115,233.4524,430,430,430
2004,6,18,6,0,17.754571,-17.100565,10.609598,-17.215454,14,-5,14,-5,14,-5,3392.6395718139775,3454.0661596815903,0,0,0,7436.593454253358,7389.729494720043,0,0,0,107.28,144.0312,430,430,430
2018,7,26,6,0,14.225712,-11.293553,17.541276,-17.977313,14,-5,14,-5,14,-5,3520.96516450308,3521.812189501309,0,0,0,7492.417725046062,7467.911024226722,0,0,0,208.4706,97.2522,430,430,430
2012,8,6,21,0,17.718343,-16.681531,13.656278,-15.07687,14,-5,14,-5,14,-5,3637.4883282278192,3485.931677698032,0,0,0,7381.364321100414,7467.1154686581995,0,0,0,109.11,85.0,430,430,430
2006,6,29,10,0,15.408527,-15.408284,12.500395,-16.151498,14,-5,14,-5,14,-5,3445.5166868160964,3397.4904083259166,0,0,0,7513.986233112175,7506.694406723159,0,0,0,74.3303,84.5281,430,430,430
2004,6,23,19,0,12.490233,-16.697642,11.023342,-16.744838,14,-5,14,-5,14,-5,3504.097425102574,3515.5102404033614,0,0,0,7429.952656429015,7432.108749617921,0,0,0,80.2808,129.6534,430,430,430
2015,7,28,0,0,12.188665,-10.834229,10.643415,-10.207931,14,-5,14,-5,14,-5,3341.647248469703,3620.4306418521696,0,0,0,7449.781708125363,7581.007030063879,0,0,0,235.8495,278.3541,430,430,430
2008,8,28,13,0,16.408645,-13.355018,17.88524,-15.609389,14,-5,14,-5,14,-5,3269.0470665614234,3370.2494848710235,0,0,0,7623.443241093766,7595.737720381457,0,0,0,154.1558,131.4686,430,430,430
2012,8,9,10,0,16.291291,-10.825898,13.964108,-11.071824,14,-5,14,-5,14,-5,3572.1400160903722,3396.4432992640895,0,0,0,7431.848507933683,7641.152549665178,0,0,0,235.2616,216.2267,430,430,430
2014,8,23,14,0,12.726765,-12.554436,11.892181,-12.544291,14,-5,14,-5,14,-5,3574.458909450141,3470.4003131263867,0,0,0,7402.009443056716,7423.992957763751,0,0,0,174.3846,187.1069,430,430,430
2013,6,15,11,0,16.183992,-14.441141,10.946765,-17.434108,14,-5,14,-5,14,-5,3378.76673514749,3336.0968077074094,0,0,0,7492.708365980432,7517.653111450583,0,0,0,117.618,132.3782,430,430,430
2010,6,1,6,0,15.603626,-13.876875,10.919007,-16.064081,14,-5,14,-5,14,-5,3502.2953520022584,3390.1788447962667,0,0,0,7423.887718354993,7502.995603638092,0,0,0,127.0945,137.7861,430,430,430
2014,7,16,19,0,13.729202,-14.750561,11.697568,-14.974498,14,-5,14,-5,14,-5,3387.9895852774152,3389.4284996669603,0,0,0,7466.276793357904,7557.412018264544,0,0,0,93.984,129.0349,430,430,430
2014,6,1,13,0,15.333588,-16.534099,14.197167,-12.110595,14,-5,14,-5,14,-5,3412.4829803073344,3488.7047203044085,0,0,0,7328.559949731874,7391.539729982909,0,0,0,39.6611,180.7097,430,430,430
2013,8,16,10,0,16.153445,-17.005595,10.400276,-10.893788,14,-5,14,-5,14,-5,3367.0718111368374,3401.202670072145,0,0,0,7556.892084485032,7551.1877801253495,0,0,0,53.8516,262.1545,430,430,430
2004,8,9,13,0,11.717632,-11.890896,15.190721,-12.296331,14,-5,14,-5,14,-5,3491.619825323926,3460.690314628686,0,0,0,7399.671630357282,7412.005688767903,0,0,0,209.1244,176.0284,430,430,430
2006,8,20,17,0,16.512104,-13.597006,10.632008,-15.049171,14,-5,14,-5,14,-5,3431.1608872654956,3427.995203910028,0,0,0,7455.051671955947,7408.489987761141,0,0,0,149.4021,159.6559,430,430,430
2017,7,6,2,0,10.525579,-16.211218,12.008103,-10.466013,14,-5,14,-5,14,-5,3423.759704932418,3377.6281840342053,0,0,0,7585.8634806096325,7468.459089907285,0,0,0,150.2332,250.5055,430,430,430
2008,8,14,16,0,10.945638,-11.487422,12.724464,-11.605181,14,-5,14,-5,14,-5,3344.9912961014734,3647.1976132799005,0,0,0,7323.77013659624,7375.026264004609,0,0,0,234.3608,205.2438,430,430,430
2008,8,7,8,0,17.589823,-10.844907,12.409328,-11.912351,14,-5,14,-5,14,-5,3545.2613660010647,3425.9030644197505,0,0,0,7523.678093410447,7453.778568966584,0,0,0,252.5173,199.3239,430,430,430
2018,8,8,22,0,14.702678,-13.356626,10.456873,-13.863589,14,-5,14,-5,14,-5,3579.2080291221005,3395.982239622897,0,0,0,7486.958241296227,7558.088674752614,0,0,0,138.0036,185.0,430,430,430
2018,8,5,12,0,11.702549,-10.295663,13.453786,-13.115893,14,-5,14,-5,14,-5,3490.879026022765,3340.1116102600377,0,0,0,7396.823041320564,7513.411940514439,0,0,0,259.3318,149.0403,430,430,430
2013,6,23,6,0,14.537052,-14.240465,15.104385,-17.256032,14,-5,14,-5,14,-5,3389.4598371106536,3437.4034229606737,0,0,0,7461.322565935323,7469.089580592481,0,0,0,107.1168,16.1245,430,430,430
2015,7,9,21,0,11.165327,-16.184764,10.674329,-11.313314,14,-5,14,-5,14,-5,3378.923997188585,3556.302503345396,0,0,0,7373.403326512712,7375.527243578548,0,0,0,128.316,244.951,430,430,430
2017,7,9,22,0,16.758599,-10.11031,14.374264,-10.486022,14,-5,14,-5,14,-5,3461.890539960783,3510.3704414542094,0,0,0,7410.770626864105,7423.08780756729,0,0,0,264.56,236.1715,430,430,430
2013,6,18,13,0,10.63455,-14.381187,13.537246,-12.829255,14,-5,14,-5,14,-5,3364.198630735241,3318.6525448648817,0,0,0,7525.3629654089245,7444.761280837663,0,0,0,170.2939,157.8924,430,430,430
2014,7,25,3,0,14.256763,-11.353376,10.798314,-17.261462,14,-5,14,-5,14,-5,3307.899880116969,3397.5901854833955,0,0,0,7399.6511482108335,7527.951844922938,0,0,0,206.4098,138.058,430,430,430
2008,8,4,8,0,10.155505,-11.644219,11.20912,-17.355458,14,-5,14,-5,14,-5,3443.698717409833,3367.129283504859,0,0,0,7508.3775246358,7504.543078287887,0,0,0,246.2214,123.199,430,430,430
2014,6,12,16,0,15.595096,-17.641044,12.122807,-13.966487,14,-5,14,-5,14,-5,3514.292580902594,3544.318115478314,0,0,0,7370.311616824471,7460.285427258218,0,0,0,30.1496,142.2744,430,430,430
2017,8,5,1,0,10.29803,-13.347926,14.141286,-14.586394,14,-5,14,-5,14,-5,3443.531964418827,3403.820977441415,0,0,0,7427.94781017757,7470.364768621007,0,0,0,200.8905,96.8814,430,430,430
2010,6,2,19,0,17.322128,-14.593682,16.473526,-17.521056,14,-5,14,-5,14,-5,3250.584478591719,3376.3280681872693,0,0,0,7484.301514355521,7605.151158179359,0,0,0,138.1919,61.131,430,430,430
2005,8,6,13,0,10.70694,-15.157723,11.181504,-12.462153,14,-5,14,-5,14,-5,3566.00103461711,3393.150852593779,0,0,0,7561.75571087262,7579.482872137707,0,0,0,155.2063,202.0025,430,430,430
2016,6,12,14,0,16.282337,-14.662896,12.586782,-10.671144,14,-5,14,-5,14,-5,3350.6773860158382,3361.960050224951,0,0,0,7399.719981509434,7524.9991798358815,0,0,0,112.8716,237.1919,430,430,430
2014,6,11,1,0,16.699302,-13.224319,15.970462,-12.955783,14,-5,14,-5,14,-5,3339.892685309574,3473.7362042719155,0,0,0,7303.246374221953,7360.403909865494,0,0,0,164.1493,161.6818,430,430,430
2014,6,22,3,0,10.116517,-16.696328,14.71841,-17.903455,14,-5,14,-5,14,-5,3201.0201576594695,3238.725344729416,0,0,0,7409.81707812623,7512.755218125288,0,0,0,161.524,15.0,430,430,430
2014,7,16,14,0,15.719252,-15.043244,11.012045,-14.636618,14,-5,14,-5,14,-5,3338.5445116510214,3490.7577228208006,0,0,0,7455.069183727144,7411.0190450420005,0,0,0,91.3893,155.0387,430,430,430
2015,6,20,2,0,16.0705,-15.224342,10.297213,-16.075594,14,-5,14,-5,14,-5,3416.1967113151027,3430.4192482099957,0,0,0,7431.780268026159,7502.105141241832,0,0,0,92.4392,158.9025,430,430,430
2005,6,14,8,0,12.746491,-16.346774,11.079795,-13.241978,14,-5,14,-5,14,-5,3481.389019760015,3548.8215336237417,0,0,0,7417.438792329997,7455.948996458523,0,0,0,74.7329,183.9348,430,430,430
2011,7,18,19,0,10.968687,-11.289473,14.100899,-11.930999,14,-5,14,-5,14,-5,3510.4888768851156,3294.7757238768127,0,0,0,7545.361983418908,7331.174850466268,0,0,0,239.6769,186.9679,430,430,430
2007,6,27,21,0,13.075774,-17.549829,10.780084,-14.545698,14,-5,14,-5,14,-5,3457.7879343718528,3436.4537746379415,0,0,0,7359.750294640824,7453.974454769737,0,0,0,57.5587,162.8281,430,430,430
2011,7,29,1,0,16.351082,-17.246928,11.287441,-10.342418,14,-5,14,-5,14,-5,3503.6889726302984,3353.4903709940327,0,0,0,7564.036383639863,7520.981569071986,0,0,0,58.2495,263.856,430,430,430
2011,6,28,17,0,16.711112,-11.281512,10.82367,-12.514872,14,-5,14,-5,14,-5,3358.77623808257,3458.6551580582745,0,0,0,7594.610840040784,7545.706685596465,0,0,0,225.7875,208.5809,430,430,430
2009,6,10,2,0,10.782824,-14.445429,17.712735,-13.395091,14,-5,14,-5,14,-5,3419.71791340517,3369.1576334381757,0,0,0,7548.094233500322,7634.450471547783,0,0,0,165.0242,179.0251,430,430,430
2014,7,11,0,0,13.646787,-14.557678,13.245345,-10.429116,14,-5,14,-5,14,-5,3455.4626942351733,3388.526754120153,0,0,0,7492.752153809355,7468.014328839885,0,0,0,100.6578,240.8319,430,430,430
2005,6,24,8,0,11.379378,-15.618297,10.613421,-12.90903,14,-5,14,-5,14,-5,3450.087811498492,3388.2545743924848,0,0,0,7422.221060388429,7522.924130964014,0,0,0,127.5343,203.6517,430,430,430
2007,6,16,11,0,11.882909,-12.472547,15.612269,-14.196784,14,-5,14,-5,14,-5,3471.236585099084,3505.7195524368326,0,0,0,7381.670285429341,7566.504972800494,0,0,0,188.82,116.7604,430,430,430
2004,8,6,11,0,15.514729,-17.321988,11.059698,-17.425421,14,-5,14,-5,14,-5,3455.92545615038,3587.4722846009386,0,0,0,7309.731208853301,7364.059805327453,0,0,0,28.8617,128.316,430,430,430
2011,8,4,5,0,17.164824,-11.944862,13.92068,-16.101558,14,-5,14,-5,14,-5,3438.301041211141,3393.836660718728,0,0,0,7510.305637442696,7308.879763045486,0,0,0,210.7914,50.774,430,430,430
2015,6,29,10,0,11.716238,-17.499942,14.742224,-17.442813,14,-5,14,-5,14,-5,3359.305340825387,3467.157954973369,0,0,0,7418.910781808765,7524.040252385799,0,0,0,105.4751,1.0,430,430,430
2005,6,27,9,0,17.379074,-16.099749,13.238365,-16.970863,14,-5,14,-5,14,-5,3459.071574572091,3751.018291952221,0,0,0,7472.170928942572,7548.35665411655,0,0,0,106.6771,52.3927,430,430,430
2012,7,27,22,0,14.670025,-11.917739,16.95829,-14.521485,14,-5,14,-5,14,-5,3305.528018883789,3556.9700913522743,0,0,0,7453.255367466871,7387.3908311821,0,0,0,187.0027,131.4002,430,430,430
2012,7,15,4,0,15.906076,-15.135646,12.313626,-14.157388,14,-5,14,-5,14,-5,3403.525029938773,3442.7671464971327,0,0,0,7562.263988668462,7509.065022569249,0,0,0,91.2414,133.8432,430,430,430
2018,6,29,0,0,13.933197,-17.506951,11.586542,-12.693289,14,-5,14,-5,14,-5,3415.2631666156217,3410.3258366479813,0,0,0,7512.247425039393,7412.182637647268,0,0,0,27.2947,188.0957,430,430,430
2005,7,4,14,0,15.038024,-10.681815,14.742005,-17.133866,14,-5,14,-5,14,-5,3536.791661086996,3394.179441091035,0,0,0,7408.932237359047,7490.759729645816,0,0,0,231.4239,11.0454,430,430,430
2004,6,25,21,0,13.441167,-14.352306,14.675671,-12.361183,14,-5,14,-5,14,-5,3609.3084022448156,3421.258622072406,0,0,0,7394.17996190984,7444.798217891136,0,0,0,109.7725,172.0029,430,430,430
2004,7,8,18,0,13.354302,-11.87787,10.682883,-17.667684,14,-5,14,-5,14,-5,3421.6763444256935,3295.5224738600605,0,0,0,7444.494886251773,7422.905429156771,0,0,0,191.3661,143.1363,430,430,430
2004,6,28,5,0,15.739378,-12.008912,11.597084,-11.793824,14,-5,14,-5,14,-5,3557.8664615658836,3256.9907811456196,0,0,0,7464.084873975617,7409.823564022842,0,0,0,190.8219,213.7148,430,430,430
2009,6,30,7,0,10.701715,-10.524591,11.508363,-16.356626,14,-5,14,-5,14,-5,3561.2560594200795,3512.427422680233,0,0,0,7302.209508612041,7656.9619834577825,0,0,0,267.8843,115.447,430,430,430
2015,8,21,15,0,13.92474,-16.294751,16.232871,-13.058945,14,-5,14,-5,14,-5,3520.950077105455,3409.1650803712964,0,0,0,7483.551359403896,7508.501631380531,0,0,0,45.0,161.6447,430,430,430
2006,6,30,10,0,16.658884,-12.354174,16.16739,-13.922819,14,-5,14,-5,14,-5,3597.26796117386,3545.558982006087,0,0,0,7428.904033870639,7429.477955514324,0,0,0,190.3392,133.5403,430,430,430
2011,8,20,2,0,11.582037,-10.141826,11.634409,-16.141705,14,-5,14,-5,14,-5,3412.8003224095146,3369.438706138409,0,0,0,7414.187697931925,7322.208241300428,0,0,0,265.5146,112.5789,430,430,430
2010,8,20,15,0,14.94762,-14.48386,11.020698,-16.993255,14,-5,14,-5,14,-5,3527.4258153649444,3527.923335561694,0,0,0,7466.677346954257,7459.271580065104,0,0,0,100.4988,130.0961,430,430,430
2015,8,6,12,0,12.081646,-10.7185,17.165816,-11.49906,14,-5,14,-5,14,-5,3483.7935939802774,3443.715134827893,0,0,0,7575.833290154333,7529.145307537652,0,0,0,241.4042,225.4617,430,430,430
