year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5,Cb_Bamako_t1,Cb_Bamako_t2,Cb_Bamako_t3
2005,7,15,3,0,10.38,-0.23,11.95,-0.54,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,2581.0,1907.0,0.0,0.0,0.0,26425,3100,0,0.0,0.0,268.08,289.28,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,3,15,10.24,-0.32,12.0,-0.63,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,3009.0,1760.0,0.0,0.0,0.0,26450,2250,0,0.0,0.0,264.92,287.84,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,3,30,11.23,-1.22,10.2,-0.41,12.04,-0.72,12.6392,6.9971,12.6392,6.9971,1834.0,2171.0,1865.0,0.0,0.0,10050,14025,475,0.0,0.0,248.09,261.84,285.57,520.0,520.0,0.0,0.0,0.0
2005,7,15,3,45,11.14,-0.95,10.42,-1.13,12.08,-0.86,12.6392,6.9971,12.6392,6.9971,2929.0,930.0,1717.0,0.0,0.0,14850,8175,675,0.0,0.0,256.7,257.51,258.37,520.0,520.0,0.0,0.0,0.0
2005,7,15,4,0,11.14,-0.95,12.13,-0.95,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1769.0,941.0,0.0,0.0,0.0,14975,5800,0,0.0,0.0,252.64,257.51,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,4,15,11.14,-1.04,12.17,-1.08,11.64,-0.36,12.6392,6.9971,12.6392,6.9971,2539.0,1478.0,2762.0,0.0,0.0,12475,3700,1450,0.0,0.0,248.52,254.58,276.23,520.0,520.0,0.0,0.0,0.0
2005,7,15,4,30,12.17,-1.17,11.14,-1.13,11.55,-0.45,12.6392,6.9971,12.6392,6.9971,1202.0,1951.0,2050.0,0.0,0.0,13775,1450,525,0.0,0.0,244.52,251.64,272.66,520.0,520.0,0.0,0.0,0.0
2005,7,15,4,45,11.23,-1.22,12.22,-1.31,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,2818.0,1763.0,0.0,0.0,0.0,14475,1025,0,0.0,0.0,240.41,248.09,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,5,0,12.26,-1.4,11.28,-1.35,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1888.0,2312.0,0.0,0.0,0.0,15450,3100,0,0.0,0.0,236.36,242.79,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,5,30,11.23,-1.49,12.35,-1.67,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1357.0,1185.0,0.0,0.0,0.0,18150,5875,0,0.0,0.0,227.22,238.3,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,5,45,12.4,-1.75,11.28,-1.53,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,978.0,1629.0,0.0,0.0,0.0,18200,4550,0,0.0,0.0,223.14,235.93,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,6,0,12.4,-1.84,11.32,-1.58,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1673.0,2014.0,0.0,0.0,0.0,17475,3225,0,0.0,0.0,220.15,234.55,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,6,15,12.4,-1.98,11.41,-1.62,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1001.0,1557.0,0.0,0.0,0.0,15875,1025,0,0.0,0.0,215.15,232.02,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,7,30,10.6,-4.81,12.35,-2.52,12.98,-2.34,12.6392,6.9971,12.6392,6.9971,507.0,994.0,1507.0,0.0,0.0,1825,8675,1575,0.0,0.0,133.15,196.25,203.42,520.0,520.0,0.0,0.0,0.0
2005,7,15,7,45,10.56,-4.85,12.17,-2.56,12.98,-2.38,12.6392,6.9971,12.6392,6.9971,221.0,921.0,1388.0,0.0,0.0,2425,7100,3550,0.0,0.0,132.57,194.66,201.42,520.0,520.0,0.0,0.0,0.0
2005,7,15,8,0,10.51,-4.94,12.13,-2.56,13.03,-2.47,12.67,-2.74,12.6392,6.9971,198.0,1224.0,510.0,1055.0,0.0,1825,6875,2250,6875.0,0.0,131.24,188.01,194.83,198.49,520.0,0.0,0.0,0.0
2005,7,15,8,15,10.38,-5.03,13.03,-2.61,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,625.0,869.0,0.0,0.0,0.0,1250,7950,0,0.0,0.0,131.21,193.51,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,8,30,10.92,-4.54,10.33,-5.12,12.67,-2.92,12.6392,6.9971,12.6392,6.9971,681.0,532.0,805.0,0.0,0.0,550,3575,9150,0.0,0.0,130.1,136.4,181.01,520.0,520.0,0.0,0.0,0.0
2005,7,15,8,45,10.87,-4.58,10.29,-5.17,12.58,-2.97,12.6392,6.9971,12.6392,6.9971,542.0,235.0,765.0,0.0,0.0,625,4750,8350,0.0,0.0,129.83,135.53,180.01,520.0,520.0,0.0,0.0,0.0
2005,7,15,9,0,12.58,-3.06,10.92,-4.58,10.24,-5.26,12.6392,6.9971,12.6392,6.9971,888.0,524.0,185.0,0.0,0.0,1325,6050,8400,0.0,0.0,128.22,134.61,176.01,520.0,520.0,0.0,0.0,0.0
2005,7,15,9,15,10.2,-5.35,10.78,-4.76,12.62,-3.15,12.6392,6.9971,12.6392,6.9971,553.0,616.0,694.0,0.0,0.0,1050,6150,6550,0.0,0.0,126.62,131.73,173.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,9,30,10.69,-4.85,12.62,-3.19,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,794.0,895.0,0.0,0.0,0.0,5000,3200,0,0.0,0.0,130.7,172.0,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,15,15,12.67,0.99,11.41,-3.73,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,307.0,185.0,0.0,0.0,0.0,1025,8575,0,0.0,0.0,157.97,322.01,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,15,30,12.67,0.9,11.41,-3.87,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,413.0,305.0,0.0,0.0,0.0,10000,3525,0,0.0,0.0,153.16,319.01,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,15,16,0,16.35,0.94,12.71,0.76,10.06,-1.89,12.6392,6.9971,12.6392,6.9971,676.0,265.0,55.0,0.0,0.0,2850,3600,12000,0.0,0.0,236.23,314.01,345.4,520.0,520.0,0.0,0.0,0.0
2005,7,15,16,45,12.13,-3.19,14.2,0.58,13.61,0.36,12.67,0.36,10.2,-2.02,78.0,695.0,691.0,475.0,327.0,7000,1375,975,6950.0,1300.0,171.94,230.08,300.01,301.04,312.07,0.0,0.0,0.0
2005,7,15,17,15,17.47,0.22,13.84,0.36,16.31,0.54,10.33,-2.38,12.6392,6.9971,1021.0,300.0,535.0,92.0,0.0,6800,9925,6450,8975.0,0.0,216.16,302.08,332.08,339.98,520.0,0.0,0.0,0.0
2005,7,15,17,30,17.47,0.09,12.4,-2.97,13.93,0.31,16.26,0.45,10.51,-2.2,323.0,1425.0,451.0,627.0,109.0,1600,12050,11450,7350.0,6650.0,180.18,220.17,301.53,328.93,335.65,0.0,0.0,0.0
2005,7,15,17,45,17.52,-0.05,12.4,-3.1,14.06,0.27,16.26,0.4,10.56,-2.25,353.0,1007.0,459.0,675.0,131.0,2025,16100,2475,16125.0,12875.0,175.18,217.95,300.36,327.09,332.36,0.0,0.0,0.0
2005,7,15,18,0,12.44,-3.28,16.26,0.27,14.06,0.22,10.6,-2.2,11.32,-0.63,201.0,1775.0,1814.0,667.0,515.0,8225,16950,600,13200.0,16375.0,168.11,219.16,267.98,299.38,322.49,0.0,0.0,0.0
2005,7,15,18,15,12.44,-3.46,10.33,-3.15,10.74,-1.58,11.37,-0.63,10.69,-2.25,338.0,790.0,1476.0,1003.0,1257.0,1475,5350,9475,2200.0,1150.0,162.11,190.55,216.3,238.6,267.81,0.0,0.0,0.0
2005,7,15,18,30,12.44,-3.55,14.24,-0.0,10.33,-3.33,10.83,-2.38,11.41,-0.72,152.0,1541.0,1564.0,1683.0,534.0,4750,1600,16675,800.0,9850.0,158.15,185.15,209.99,264.52,292.61,0.0,0.0,0.0
2005,7,15,18,45,14.29,-0.09,16.26,-0.14,10.33,-3.51,17.52,-0.36,10.96,-2.43,986.0,1971.0,470.0,796.0,1295.0,500,19600,11550,4575.0,12475.0,178.9,207.56,289.08,309.69,322.98,0.0,0.0,0.0
2005,7,15,19,0,14.33,-0.23,16.22,-0.14,11.37,-1.4,17.52,-0.45,10.87,-1.98,1869.0,1523.0,516.0,798.0,1635.0,21675,3200,12150,13700.0,14000.0,223.76,240.25,285.38,308.87,320.44,0.0,0.0,0.0
2005,7,15,19,15,16.17,-0.18,11.37,-1.44,14.2,-0.27,11.05,-1.93,17.47,0.27,874.0,517.0,543.0,248.0,1388.0,23050,4650,10625,5350.0,375.0,223.14,238.29,282.6,306.23,340.85,0.0,0.0,0.0
2005,7,15,19,30,15.05,-0.5,14.15,-0.41,11.1,-2.25,10.6,-2.74,10.6,-3.24,1949.0,1846.0,1712.0,432.0,90.0,2275,1375,18750,9100.0,33225.0,183.7,200.38,211.99,277.31,282.11,0.0,0.0,0.0
2005,7,15,19,45,15.05,-0.59,14.42,-0.63,11.14,-1.26,11.23,-2.2,10.83,-3.37,1674.0,1435.0,1405.0,397.0,118.0,950,14275,1250,3800.0,900.0,176.05,212.95,246.76,271.41,279.25,0.0,0.0,0.0
2005,7,15,20,0,14.33,-0.72,11.14,-1.31,11.37,-2.02,10.83,-3.51,11.95,-2.07,1292.0,2145.0,849.0,831.0,471.0,1575,225,10675,3200.0,2225.0,171.4,213.35,217.7,244.81,267.81,0.0,0.0,0.0
2005,7,15,20,15,10.56,-2.56,10.78,-3.64,11.28,-1.17,11.95,-2.16,11.41,-2.07,1361.0,465.0,2088.0,2520.0,1884.0,125,1325,175,10575.0,6650.0,167.55,206.7,210.37,216.32,248.68,0.0,0.0,0.0
2005,7,15,20,30,11.46,-2.16,14.91,-0.81,10.51,-2.61,11.32,-1.22,12.6392,6.9971,2414.0,303.0,2617.0,816.0,0.0,900,1000,9325,12550.0,0.0,206.13,212.2,247.32,270.42,520.0,0.0,0.0,0.0
2005,7,15,20,45,11.23,-3.01,15.05,-1.04,11.5,-2.2,11.1,-3.28,11.32,-1.22,2542.0,356.0,2375.0,2685.0,557.0,1925,1925,7975,9475.0,13500.0,176.47,183.93,210.83,247.32,264.05,0.0,0.0,0.0
2005,7,15,21,0,14.82,-0.95,11.46,-1.35,11.73,-1.98,11.23,-3.19,17.88,-1.4,1863.0,1758.0,1639.0,638.0,2569.0,1000,8725,7800,14975.0,8325.0,178.16,217.37,241.68,264.75,300.22,0.0,0.0,0.0
2005,7,15,21,15,14.78,-1.04,11.73,-2.02,11.64,-1.31,11.14,-2.65,10.92,-1.71,1604.0,1138.0,2013.0,1407.0,727.0,950,6850,875,1775.0,16075.0,197.25,215.39,233.12,241.55,261.3,0.0,0.0,0.0
2005,7,15,21,30,14.82,-1.13,11.68,-1.31,11.14,-2.79,11.73,-2.11,11.05,-1.84,2012.0,2145.0,2501.0,1622.0,712.0,500,8475,1325,4350.0,150.0,193.4,212.42,227.02,241.41,259.02,0.0,0.0,0.0
2005,7,15,21,45,14.96,-1.31,11.01,-2.02,11.68,-2.2,17.21,-1.44,11.77,-1.35,1647.0,796.0,2648.0,368.0,2170.0,9100,1200,5700,16950.0,9650.0,209.77,220.76,239.88,253.62,285.12,0.0,0.0,0.0
2005,7,15,22,0,14.96,-1.44,11.1,-1.8,11.82,-1.4,11.73,-2.43,17.25,-1.53,2258.0,1588.0,1845.0,524.0,2578.0,8225,200,7425,15300.0,5500.0,201.56,227.5,237.78,248.9,283.78,0.0,0.0,0.0
2005,7,15,22,15,15.0,-1.62,11.77,-2.61,17.25,-1.58,11.86,-1.35,12.6392,6.9971,1621.0,2200.0,724.0,1642.0,0.0,5525,10650,13025,7450.0,0.0,194.33,239.53,243.92,282.14,520.0,0.0,0.0,0.0
2005,7,15,22,30,14.6,-1.53,11.01,-2.16,11.95,-1.35,11.73,-1.93,11.73,-2.65,2005.0,1450.0,1926.0,1924.0,669.0,3075,275,5525,7400.0,12175.0,193.66,215.94,219.35,239.21,242.33,0.0,0.0,0.0
2005,7,15,22,45,15.05,-1.93,12.04,-1.31,14.6,-1.62,11.46,-1.89,11.68,-2.79,1389.0,1330.0,552.0,748.0,571.0,975,2325,5975,4000.0,8875.0,189.08,222.01,233.99,239.46,239.92,0.0,0.0,0.0
2005,7,15,23,0,14.65,-1.71,15.09,-2.02,11.46,-2.07,12.08,-1.31,17.7,-2.34,1324.0,709.0,563.0,1972.0,2897.0,1125,3125,4125,12075.0,13650.0,216.12,231.94,236.89,240.75,270.84,0.0,0.0,0.0
2005,7,15,23,15,15.14,-2.16,14.65,-1.84,12.13,-1.22,17.07,-2.07,17.65,-2.34,423.0,558.0,1330.0,1930.0,2007.0,10500,15950,13325,2050.0,10700.0,227.69,232.12,243.67,264.24,269.54,0.0,0.0,0.0
2005,7,15,23,30,15.14,-2.29,14.69,-1.93,11.68,-1.84,12.17,-1.26,17.03,-2.16,1374.0,231.0,692.0,1873.0,2860.0,225,100,5100,12625.0,600.0,222.61,223.09,229.9,241.53,261.22,0.0,0.0,0.0
2005,7,15,23,45,14.65,-2.07,17.7,-2.2,12.13,-2.02,12.17,-1.31,12.6392,6.9971,1122.0,454.0,1635.0,843.0,0.0,2450,4500,9275,18750.0,0.0,214.76,224.52,240.53,273.23,520.0,0.0,0.0,0.0
2005,7,16,0,0,14.65,-2.2,17.7,-2.2,12.26,-1.35,12.17,-2.11,12.6392,6.9971,1390.0,469.0,1196.0,768.0,0.0,3450,2900,7625,19050.0,0.0,210.61,219.78,238.35,273.23,520.0,0.0,0.0,0.0
2005,7,16,0,15,12.22,-2.25,11.86,-1.53,11.82,-1.58,17.97,-3.1,17.56,-2.34,1000.0,1475.0,1148.0,1677.0,1702.0,1550,400,400,3500.0,6175.0,205.55,231.82,232.57,257.45,267.6,0.0,0.0,0.0
2005,7,16,0,30,17.52,-2.38,12.31,-1.93,12.22,-2.38,12.6392,6.9971,12.6392,6.9971,2081.0,1994.0,1605.0,0.0,0.0,1225,925,2925,0.0,0.0,201.49,217.28,265.42,520.0,520.0,0.0,0.0,0.0
2005,7,16,0,45,12.26,-1.98,17.47,-2.47,12.22,-2.52,12.6392,6.9971,12.6392,6.9971,1912.0,733.0,1074.0,0.0,0.0,925,2000,300,0.0,0.0,196.5,215.39,261.84,520.0,520.0,0.0,0.0,0.0
2005,7,16,1,0,17.52,-2.74,12.22,-2.02,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1638.0,1079.0,0.0,0.0,0.0,1225,150,0,0.0,0.0,214.46,256.36,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,16,18,45,14.87,-3.64,10.74,0.9,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,313.0,7153.0,0.0,0.0,0.0,5400,1450,0,0.0,0.0,175.76,325.96,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,16,19,45,17.38,0.99,14.91,-3.96,10.56,0.72,12.6392,6.9971,12.6392,6.9971,223.0,6528.0,118.0,0.0,0.0,4350,3725,29350,0.0,0.0,166.48,321.63,361.38,520.0,520.0,0.0,0.0,0.0
2005,7,16,20,0,17.38,0.94,14.91,-4.05,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,212.0,137.0,0.0,0.0,0.0,3300,625,0,0.0,0.0,163.86,360.49,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,16,20,15,17.38,0.85,14.91,-4.09,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,181.0,145.0,0.0,0.0,0.0,8500,8500,0,0.0,0.0,162.11,357.83,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,16,23,45,15.59,0.09,10.42,0.9,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,186.0,3531.0,0.0,0.0,0.0,7125,1125,0,0.0,0.0,308.08,328.64,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,4,30,11.41,0.9,10.65,0.81,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,6790.0,7746.0,0.0,0.0,0.0,16325,17225,0,0.0,0.0,321.89,323.66,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,4,45,10.69,0.67,11.37,0.72,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,6322.0,4785.0,0.0,0.0,0.0,30750,30750,0,0.0,0.0,316.22,318.56,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,5,15,11.73,0.99,10.42,0.36,11.77,0.27,12.6392,6.9971,12.6392,6.9971,8703.0,7206.0,5316.0,0.0,0.0,525,18325,2600,0.0,0.0,297.52,310.23,323.59,520.0,520.0,0.0,0.0,0.0
2005,7,17,5,30,10.47,0.18,11.5,0.04,11.64,0.81,12.6392,6.9971,12.6392,6.9971,10173.0,7414.0,11762.0,0.0,0.0,2550,13350,1375,0.0,0.0,290.76,302.95,317.93,520.0,520.0,0.0,0.0,0.0
2005,7,17,5,45,10.42,0.04,11.37,0.63,11.5,-0.09,11.05,0.09,12.6392,6.9971,5594.0,10460.0,2934.0,3440.0,0.0,2500,550,12025,1725.0,0.0,285.81,295.36,298.64,312.26,520.0,0.0,0.0,0.0
2005,7,17,6,0,11.41,0.49,10.47,-0.09,10.29,0.67,11.05,-0.14,12.6392,6.9971,11601.0,9060.0,7456.0,10879.0,0.0,1625,7400,3200,875.0,0.0,287.51,293.29,307.03,321.89,520.0,0.0,0.0,0.0
2005,7,17,6,15,11.05,-0.23,10.29,0.63,10.47,-0.18,11.37,0.36,10.24,0.22,5225.0,8061.0,9683.0,11263.0,7246.0,2925,3075,3375,1300.0,1025.0,283.58,290.39,303.36,307.0,319.95,0.0,0.0,0.0
2005,7,17,6,30,10.2,0.18,10.96,-0.32,10.24,0.58,11.32,0.31,12.6392,6.9971,10832.0,12528.0,4475.0,12134.0,0.0,4950,2475,225,575.0,0.0,281.26,301.53,305.64,319.51,520.0,0.0,0.0,0.0
2005,7,17,6,45,11.32,0.04,10.87,-0.41,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,10732.0,8059.0,0.0,0.0,0.0,6825,1175,0,0.0,0.0,278.98,291.65,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,7,0,11.37,-0.14,10.74,-0.54,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,10065.0,7997.0,0.0,0.0,0.0,8675,3175,0,0.0,0.0,275.28,285.57,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,7,15,10.74,-0.68,11.05,-0.14,12.22,0.94,12.6392,6.9971,12.6392,6.9971,8910.0,9857.0,11732.0,0.0,0.0,8100,8550,500,0.0,0.0,270.43,287.51,321.31,520.0,520.0,0.0,0.0,0.0
2005,7,17,7,30,11.37,-0.77,10.65,-0.68,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,6581.0,8174.0,0.0,0.0,0.0,9825,6575,0,0.0,0.0,262.88,271.19,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,7,45,10.56,-0.81,11.82,0.54,11.37,-0.81,12.6392,6.9971,12.6392,6.9971,8088.0,7781.0,7949.0,0.0,0.0,4125,6550,625,0.0,0.0,260.91,267.44,307.37,520.0,520.0,0.0,0.0,0.0
2005,7,17,8,0,11.86,0.49,11.37,-0.81,10.51,-0.86,12.6392,6.9971,12.6392,6.9971,8060.0,11284.0,6631.0,0.0,0.0,6350,5250,3100,0.0,0.0,260.91,266.76,305.2,520.0,520.0,0.0,0.0,0.0
2005,7,17,8,15,11.86,0.4,11.41,-0.86,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,11050.0,6981.0,0.0,0.0,0.0,14325,3825,0,0.0,0.0,259.59,302.21,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,8,30,10.92,-1.08,11.95,0.4,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,6633.0,8317.0,0.0,0.0,0.0,15525,1175,0,0.0,0.0,254.42,301.96,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,8,45,10.2,-1.04,11.19,-0.54,10.65,-1.13,12.6392,6.9971,12.6392,6.9971,10719.0,6796.0,8541.0,0.0,0.0,14725,1750,550,0.0,0.0,255.77,263.76,271.83,520.0,520.0,0.0,0.0,0.0
2005,7,17,9,30,10.65,-1.44,11.05,-0.5,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,5809.0,9423.0,0.0,0.0,0.0,15725,3800,0,0.0,0.0,244.25,274.77,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,9,45,11.23,-1.4,10.47,-1.53,11.1,-0.54,12.6392,6.9971,12.6392,6.9971,3617.0,6512.0,8627.0,0.0,0.0,4175,8950,4375,0.0,0.0,241.24,243.5,272.41,520.0,520.0,0.0,0.0,0.0
2005,7,17,10,0,11.23,-1.26,10.47,-1.62,11.1,-0.63,12.6392,6.9971,12.6392,6.9971,8543.0,4214.0,10048.0,0.0,0.0,7025,1700,3925,0.0,0.0,240.65,246.13,269.47,520.0,520.0,0.0,0.0,0.0
2005,7,17,10,15,10.11,-1.67,11.1,-0.68,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,7825.0,7970.0,0.0,0.0,0.0,6325,3825,0,0.0,0.0,243.26,267.51,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,10,30,11.14,-0.72,10.06,-1.8,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,6722.0,5404.0,0.0,0.0,0.0,5925,3300,0,0.0,0.0,239.0,265.35,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,10,45,11.14,-0.77,10.06,-1.89,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,8161.0,6938.0,0.0,0.0,0.0,8100,1650,0,0.0,0.0,236.23,264.37,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,11,15,10.02,-2.2,12.58,0.9,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1669.0,3495.0,0.0,0.0,0.0,7575,6175,0,0.0,0.0,226.02,319.01,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,12,15,10.6,-3.28,10.15,-3.06,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1114.0,1359.0,0.0,0.0,0.0,350,5200,0,0.0,0.0,181.86,195.88,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,12,45,10.2,-3.19,12.76,-0.0,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1335.0,4282.0,0.0,0.0,0.0,19175,1350,0,0.0,0.0,191.86,287.04,520.0,520.0,520.0,0.0,0.0,0.0
2005,7,17,13,0,10.11,-3.24,12.8,-0.05,13.75,-0.14,12.6392,6.9971,12.6392,6.9971,1506.0,4652.0,2746.0,0.0,0.0,14475,2500,2425,0.0,0.0,191.47,284.82,285.06,520.0,520.0,0.0,0.0,0.0
2005,7,17,13,15,14.69,0.36,12.8,-0.18,10.33,-3.55,13.75,-0.23,12.6392,6.9971,1790.0,1115.0,3157.0,159.0,0.0,30375,4175,7475,7025.0,0.0,178.01,280.06,281.85,307.78,520.0,0.0,0.0,0.0
2005,7,17,13,30,12.67,-2.2,10.42,-4.09,10.33,-3.6,12.8,-0.32,13.66,-0.32,1148.0,2039.0,68.0,2091.0,2339.0,425,26925,26925,4200.0,22400.0,159.01,176.24,207.01,275.07,277.48,0.0,0.0,0.0
2005,7,17,13,45,12.76,-2.25,10.06,-4.32,14.51,0.13,12.6392,6.9971,12.6392,6.9971,1728.0,166.0,1972.0,0.0,0.0,550,4925,32225,0.0,0.0,159.26,206.06,298.61,520.0,520.0,0.0,0.0,0.0
2005,7,17,14,0,12.8,-2.25,10.29,-3.69,10.06,-4.36,14.69,0.04,15.27,0.31,1864.0,1518.0,221.0,3068.0,3372.0,18675,18675,8650,40075.0,2750.0,157.63,174.54,206.09,297.11,312.17,0.0,0.0,0.0
2005,7,17,14,15,16.44,0.94,12.8,-2.29,14.73,-0.09,10.29,-3.73,15.27,0.31,1691.0,252.0,1646.0,2014.0,182.0,12900,10950,44700,4325.0,10950.0,172.79,204.09,292.51,312.17,346.92,0.0,0.0,0.0
2005,7,17,14,30,12.04,-3.69,12.8,-2.38,10.33,-3.78,10.42,-4.32,10.78,-4.45,2255.0,2232.0,84.0,1191.0,308.0,900,675,13675,14700.0,13000.0,141.35,152.12,155.43,170.07,201.09,0.0,0.0,0.0
2005,7,17,14,45,12.04,-3.73,12.76,-2.34,10.33,-3.87,12.85,-0.99,10.74,-4.54,3016.0,107.0,1827.0,317.0,2425.0,5275,22150,14800,15225.0,9050.0,139.19,153.44,167.45,202.06,251.13,0.0,0.0,0.0
2005,7,17,15,0,12.08,-3.82,12.71,-2.25,10.06,-4.54,10.69,-4.72,10.33,-4.0,2087.0,363.0,1997.0,2498.0,447.0,7525,3075,6325,5825.0,17900.0,134.11,150.21,152.8,163.11,206.02,0.0,0.0,0.0
2005,7,17,15,15,12.26,-3.96,11.73,-4.18,10.06,-4.58,10.69,-4.85,10.38,-3.96,3293.0,980.0,911.0,1872.0,3416.0,7675,3075,3675,5475.0,3775.0,130.7,139.71,144.59,151.21,163.86,0.0,0.0,0.0
2005,7,17,15,30,12.4,-3.42,12.35,-4.0,10.42,-3.91,11.77,-4.27,10.69,-4.94,3406.0,3027.0,1225.0,20.0,2981.0,15450,4525,6250,17325.0,425.0,127.32,135.59,142.35,163.25,165.12,0.0,0.0,0.0
2005,7,17,15,45,12.8,-2.56,12.44,-4.05,11.73,-4.36,12.44,-3.46,10.69,-4.99,9216.0,6771.0,5616.0,8764.0,2035.0,15025,5175,7400,4125.0,14525.0,126.48,132.91,141.17,162.11,194.09,0.0,0.0,0.0
2005,7,17,16,0,11.77,-4.4,10.69,-5.08,12.4,-3.51,12.85,-2.56,13.52,-1.67,5632.0,633.0,5733.0,5901.0,9026.0,15000,5300,15250,12900.0,20725.0,123.15,130.73,160.2,194.16,229.24,0.0,0.0,0.0
2005,7,17,16,15,10.65,-5.17,12.4,-4.23,12.85,-2.56,13.79,-1.53,12.4,-3.55,4297.0,5467.0,9766.0,6163.0,7177.0,16275,18200,5975,12025.0,28750.0,121.83,134.24,159.2,194.16,235.59,0.0,0.0,0.0
2005,7,17,16,30,12.89,-2.65,10.69,-5.26,13.12,-1.89,12.4,-3.55,12.31,-4.27,8151.0,10178.0,9533.0,5851.0,9195.0,18175,19575,5675,10775.0,28500.0,118.22,133.45,159.2,191.26,219.74,0.0,0.0,0.0
2005,7,17,16,45,10.29,-5.03,12.35,-3.55,12.85,-2.79,13.79,-1.8,12.17,-4.32,7739.0,5807.0,6231.0,6494.0,7091.0,21075,18375,5250,9500.0,30350.0,131.97,133.69,159.31,186.17,225.75,0.0,0.0,0.0
2005,7,17,17,0,12.89,-2.79,12.35,-3.6,12.17,-4.36,11.41,-4.85,10.24,-5.12,8381.0,5411.0,9788.0,5046.0,1330.0,6125,15500,17400,4975.0,6350.0,119.04,129.99,132.01,157.32,186.22,0.0,0.0,0.0
2005,7,17,17,15,12.85,-5.75,10.51,-5.66,11.32,-5.03,12.13,-5.48,12.08,-4.4,58.0,8758.0,3273.0,6949.0,10811.0,23875,700,16250,6650.0,15625.0,80.4,90.8,111.07,115.04,129.4,0.0,0.0,0.0
